id,terrain,water,food,resources,settle_score,why,q,r,elev_m,slope,precip,temp_c,soil,vegetation,rock,endorheic,glacial_scar,wt_class,wt_depth_m,wind,rain_shadow,dry_interior,season_label,climate_resource_tags
H+15+09,ocean,ocean,modest,fisheries,none,ocean,15,9,-228.05,2.621,796.9,8.83,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+16+09,ocean,ocean,modest,fisheries,none,ocean,16,9,-248.62,2.454,796.6,8.86,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+17+09,ocean,ocean,modest,fisheries,none,ocean,17,9,-260.03,2.329,768.6,8.87,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+18+09,ocean,ocean,modest,fisheries,none,ocean,18,9,-264.71,2.839,749.0,8.88,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+19+09,ocean,ocean,modest,fisheries,none,ocean,19,9,-258.77,6.265,762.9,8.89,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+20+09,ocean,ocean,modest,fisheries,none,ocean,20,9,-202.97,4.588,786.7,8.89,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+21+09,ocean,ocean,modest,fisheries,none,ocean,21,9,-198.95,4.454,798.1,8.89,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+22+09,ocean,ocean,modest,fisheries,none,ocean,22,9,-207.8,4.408,806.0,8.9,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+23+09,ocean,ocean,modest,fisheries,none,ocean,23,9,-207.52,5.077,820.6,8.9,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+24+09,ocean,ocean,modest,fisheries,none,ocean,24,9,-191.62,7.816,847.5,8.92,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+25+09,ocean,ocean,modest,fisheries,none,ocean,25,9,-92.1,9.444,867.6,8.95,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+26+09,coast,spring_line,none,none,none,poor food,26,9,56.87,10.34,854.8,7.68,glacial till,coastal scrub,Rift volcanics,False,u_valley;overdeep_basin,spring_line,2.5,open_westerly,False,False,moderate,
H+27+09,marsh,wetland,modest,metals;peat,village,"fresh water, adequate food",27,9,222.81,11.479,940.5,6.64,peat/wetland,wetland/marsh,Rift volcanics,False,u_valley;overdeep_basin;outwash,marsh,0.8,open_westerly,False,False,moderate,
H+28+09,boreal,spring_line,modest,timber;metals,village,"spring line, adequate food",28,9,415.75,12.341,1123.2,5.43,glacial till,boreal forest,Rift volcanics,False,u_valley;overdeep_basin;outwash,spring_line,2.5,open_westerly,False,False,moderate,timber
H+29+09,hills,shallow_well,modest,timber,none,no reliable fresh water,29,9,636.55,11.859,1289.4,4.03,glacial till,boreal forest,Rift volcanics,False,u_valley;outwash,shallow_well,4.34,open_westerly,False,False,moderate,timber
H+30+09,hills,shallow_well,modest,timber,none,no reliable fresh water,30,9,875.25,12.671,1421.2,2.5,glacial till,boreal forest,Rift volcanics,False,u_valley;outwash,shallow_well,4.04,open_westerly,False,False,moderate,timber
H+31+09,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,31,9,588.76,9.55,550.7,4.36,saline playa,salt flat sparse,Basin sediment,True,u_valley;overdeep_basin;outwash,dry,8.44,calm_interior,False,True,moderate,salt_pans
H+32+09,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,32,9,588.76,0.0,536.4,4.35,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.3,calm_interior,False,True,strong,salt_pans
H+33+09,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,33,9,588.76,0.0,493.4,4.33,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.45,calm_interior,False,True,strong,salt_pans
H+34+09,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,34,9,588.76,0.0,477.0,4.26,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.47,calm_interior,False,True,strong,salt_pans
H+35+09,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,35,9,588.76,0.0,471.6,4.16,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.47,calm_interior,False,True,strong,salt_pans
H+36+09,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,36,9,588.76,0.0,460.7,4.05,saline playa,salt flat sparse,Basin sediment,True,outwash,dry,8.53,calm_interior,False,True,strong,salt_pans
H+37+09,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,37,9,588.76,5.216,435.7,3.93,saline playa,salt flat sparse,Basin sediment,True,outwash,dry,8.74,calm_interior,False,True,strong,salt_pans
H+38+09,boreal,shallow_well,modest,timber,farmstead,"adequate food, route access",38,9,620.38,6.954,741.7,3.62,glacial till,boreal forest,Rift volcanics,False,outwash,shallow_well,6.97,open_westerly,False,False,moderate,timber
H+39+09,boreal,spring_line,modest,timber,village,"spring line, adequate food",39,9,411.76,10.508,738.1,4.89,glacial till,boreal forest,Rift volcanics,False,outwash,spring_line,2.5,open_westerly,False,False,moderate,timber
H+40+09,forest,spring_line,good,timber,village,"spring line, adequate food",40,9,96.53,10.508,737.9,6.88,glacial till,temperate forest,Rift volcanics,False,u_valley,spring_line,2.5,open_westerly,False,False,moderate,timber
H+41+09,ocean,ocean,modest,fisheries,none,ocean,41,9,-72.86,8.892,871.2,8.39,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+42+09,ocean,ocean,modest,fisheries,none,ocean,42,9,-204.4,9.03,851.4,8.36,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+43+09,ocean,ocean,modest,fisheries,none,ocean,43,9,-247.38,8.645,832.5,8.34,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+44+09,ocean,ocean,modest,fisheries,none,ocean,44,9,-123.7,8.276,812.4,8.33,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+45+09,ocean,ocean,modest,fisheries,none,ocean,45,9,-134.39,4.409,800.2,8.35,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+46+09,ocean,ocean,modest,fisheries,none,ocean,46,9,-150.81,4.297,798.0,8.41,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+47+09,ocean,ocean,modest,fisheries,none,ocean,47,9,-163.55,4.125,799.4,8.49,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+48+09,ocean,ocean,modest,fisheries,none,ocean,48,9,-181.63,3.953,812.1,8.58,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+49+09,ocean,ocean,modest,fisheries,none,ocean,49,9,-196.29,3.98,833.2,8.67,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+50+09,ocean,ocean,modest,fisheries,none,ocean,50,9,-208.85,3.829,827.1,8.73,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+51+09,ocean,ocean,modest,fisheries,none,ocean,51,9,-207.82,3.919,794.3,8.77,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+52+09,ocean,ocean,modest,fisheries,none,ocean,52,9,-210.7,3.823,773.0,8.8,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+53+09,ocean,ocean,modest,fisheries,none,ocean,53,9,-210.04,3.705,760.6,8.81,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+54+09,ocean,ocean,modest,fisheries,none,ocean,54,9,-207.18,3.8,753.8,8.82,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+55+09,ocean,ocean,modest,fisheries,none,ocean,55,9,-210.92,3.63,761.6,8.82,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+56+09,ocean,ocean,modest,fisheries,none,ocean,56,9,-211.47,3.802,771.9,8.81,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+57+09,ocean,ocean,modest,fisheries,none,ocean,57,9,-214.36,4.057,772.5,8.8,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+58+09,ocean,ocean,modest,fisheries,none,ocean,58,9,-217.95,3.982,771.7,8.78,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+59+09,ocean,ocean,modest,fisheries,none,ocean,59,9,-209.53,4.214,760.7,8.74,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+60+09,ocean,ocean,modest,fisheries,none,ocean,60,9,-253.95,2.533,735.6,8.69,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+61+09,ocean,ocean,modest,fisheries,none,ocean,61,9,-268.77,2.039,703.8,8.63,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+62+09,ocean,ocean,modest,fisheries,none,ocean,62,9,-277.31,2.05,663.5,8.55,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+63+09,ocean,ocean,modest,fisheries,none,ocean,63,9,-280.38,2.422,634.7,8.46,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+64+09,ocean,ocean,modest,fisheries,none,ocean,64,9,-279.67,2.628,629.3,8.38,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+65+09,ocean,ocean,modest,fisheries,none,ocean,65,9,-275.87,2.623,631.4,8.32,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+66+09,ocean,ocean,modest,fisheries,none,ocean,66,9,-278.29,2.846,631.0,8.3,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+67+09,ocean,ocean,modest,fisheries,none,ocean,67,9,-275.08,3.076,633.4,8.3,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+68+09,ocean,ocean,modest,fisheries,none,ocean,68,9,-266.27,2.982,645.6,8.3,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+69+09,ocean,ocean,modest,fisheries,none,ocean,69,9,-254.99,2.798,674.2,8.29,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+70+09,ocean,ocean,modest,fisheries,none,ocean,70,9,-243.18,4.959,698.7,8.29,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+71+09,ocean,ocean,modest,fisheries,none,ocean,71,9,-252.35,5.265,715.9,8.29,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+72+09,ocean,ocean,modest,fisheries,none,ocean,72,9,-96.42,7.761,722.8,8.3,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+73+09,ocean,ocean,modest,fisheries,none,ocean,73,9,-101.66,7.586,708.9,8.32,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+74+09,ocean,ocean,modest,fisheries,none,ocean,74,9,-105.76,0.325,686.0,8.35,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+75+09,ocean,ocean,modest,fisheries,none,ocean,75,9,-108.48,0.287,673.5,8.39,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+76+09,ocean,ocean,modest,fisheries,none,ocean,76,9,-110.56,0.252,666.2,8.43,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+77+09,ocean,ocean,modest,fisheries,none,ocean,77,9,-112.96,0.23,653.6,8.47,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+78+09,ocean,ocean,modest,fisheries,none,ocean,78,9,-116.29,0.213,635.0,8.53,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+79+09,ocean,ocean,modest,fisheries,none,ocean,79,9,-116.25,0.12,618.0,8.6,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+00+10,ocean,ocean,modest,fisheries,none,ocean,0,10,-220.56,4.554,919.2,9.26,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+01+10,ocean,ocean,modest,fisheries,none,ocean,1,10,-218.16,4.568,911.9,9.24,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+02+10,ocean,ocean,modest,fisheries,none,ocean,2,10,-215.28,4.471,899.2,9.18,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+03+10,ocean,ocean,modest,fisheries,none,ocean,3,10,-210.51,0.235,888.4,9.11,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+04+10,ocean,ocean,modest,fisheries,none,ocean,4,10,-205.31,4.553,873.8,9.02,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+05+10,ocean,ocean,modest,fisheries,none,ocean,5,10,-141.02,2.41,845.2,8.96,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+06+10,ocean,ocean,modest,fisheries,none,ocean,6,10,-134.68,2.232,798.1,8.92,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+07+10,ocean,ocean,modest,fisheries,none,ocean,7,10,-139.03,2.352,759.4,8.9,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+08+10,ocean,ocean,modest,fisheries,none,ocean,8,10,-142.38,2.311,740.0,8.91,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+09+10,ocean,ocean,modest,fisheries,none,ocean,9,10,-148.75,2.376,728.5,8.92,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+10+10,ocean,ocean,modest,fisheries,none,ocean,10,10,-155.66,2.692,724.5,8.94,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+11+10,ocean,ocean,modest,fisheries,none,ocean,11,10,-155.44,2.684,733.5,8.96,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+12+10,ocean,ocean,modest,fisheries,none,ocean,12,10,-166.72,2.798,752.6,8.99,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+13+10,ocean,ocean,modest,fisheries,none,ocean,13,10,-170.6,2.798,772.7,9.03,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+14+10,ocean,ocean,modest,fisheries,none,ocean,14,10,-173.07,4.454,782.9,9.08,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+15+10,ocean,ocean,modest,fisheries,none,ocean,15,10,-306.7,4.454,787.5,9.12,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+16+10,ocean,ocean,modest,fisheries,none,ocean,16,10,-313.74,3.944,783.6,9.15,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+17+10,ocean,ocean,modest,fisheries,none,ocean,17,10,-325.6,2.186,768.2,9.16,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+18+10,ocean,ocean,modest,fisheries,none,ocean,18,10,-333.74,2.499,757.7,9.17,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+19+10,ocean,ocean,modest,fisheries,none,ocean,19,10,-334.21,4.375,764.9,9.17,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+20+10,ocean,ocean,modest,fisheries,none,ocean,20,10,-332.07,4.437,780.0,9.17,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+21+10,ocean,ocean,modest,fisheries,none,ocean,21,10,-325.36,4.214,793.2,9.18,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+22+10,ocean,ocean,modest,fisheries,none,ocean,22,10,-332.99,4.182,805.9,9.18,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+23+10,ocean,ocean,modest,fisheries,none,ocean,23,10,-338.08,4.882,821.1,9.19,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+24+10,ocean,ocean,modest,fisheries,none,ocean,24,10,-323.67,7.719,844.2,9.22,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+25+10,ocean,ocean,modest,fisheries,none,ocean,25,10,-220.04,9.23,861.6,9.27,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+26+10,ocean,ocean,modest,fisheries,none,ocean,26,10,-80.6,10.114,870.8,9.32,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+27+10,farmland,spring_line,rich,metals,town,"spring line, strong food",27,10,85.48,11.009,852.4,7.89,loam,floodplain farmable,Rift volcanics,False,u_valley;overdeep_basin,spring_line,2.5,open_westerly,False,False,moderate,
H+28+10,forest,spring_line,good,timber,village,"spring line, adequate food",28,10,280.78,11.859,986.7,6.66,glacial till,temperate forest,Rift volcanics,False,u_valley;overdeep_basin;outwash,spring_line,2.5,open_westerly,False,False,moderate,timber
H+29+10,boreal,shallow_well,modest,timber,none,no reliable fresh water,29,10,495.12,12.671,1168.4,5.3,glacial till,boreal forest,Rift volcanics,False,u_valley;overdeep_basin;outwash,shallow_well,4.81,open_westerly,False,False,moderate,timber
H+30+10,boreal,shallow_well,modest,timber,none,no reliable fresh water,30,10,734.24,8.421,1316.4,3.75,glacial till,boreal forest,Rift volcanics,False,u_valley;outwash,shallow_well,4.38,open_westerly,False,False,moderate,timber
H+31+10,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,31,10,588.76,4.849,562.0,4.69,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.51,calm_interior,False,True,moderate,salt_pans
H+32+10,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,32,10,588.76,0.0,535.0,4.67,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.45,calm_interior,False,True,moderate,salt_pans
H+33+10,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,33,10,588.76,0.0,495.4,4.63,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.59,calm_interior,False,True,strong,salt_pans
H+34+10,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,34,10,588.76,0.0,480.4,4.57,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.64,calm_interior,False,True,strong,salt_pans
H+35+10,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,35,10,588.76,0.0,471.8,4.46,saline playa,salt flat sparse,Basin sediment,True,overdeep_basin;outwash,dry,8.68,calm_interior,False,True,strong,salt_pans
H+36+10,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,36,10,588.76,5.216,458.6,4.33,saline playa,salt flat sparse,Basin sediment,True,outwash,dry,8.68,calm_interior,False,True,strong,salt_pans
H+37+10,boreal,shallow_well,modest,timber,none,no reliable fresh water,37,10,745.24,8.008,818.0,3.18,glacial till,boreal forest,Rift volcanics,False,outwash,shallow_well,6.75,open_westerly,False,False,moderate,timber
H+38+10,boreal,spring_line,modest,timber,village,"spring line, adequate food",38,10,505.01,8.008,738.7,4.63,glacial till,boreal forest,Rift volcanics,False,outwash,spring_line,2.5,open_westerly,False,False,moderate,timber
H+39+10,boreal,spring_line,modest,timber,village,"spring line, adequate food",39,10,284.94,10.712,764.2,5.98,glacial till,boreal forest,Rift volcanics,False,outwash,spring_line,2.5,open_westerly,False,False,moderate,timber
H+40+10,ocean,ocean,modest,fisheries,none,ocean,40,10,-36.42,10.712,872.6,8.7,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+41+10,ocean,ocean,modest,fisheries,none,ocean,41,10,-204.53,5.603,859.4,8.65,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+42+10,ocean,ocean,modest,fisheries,none,ocean,42,10,-322.91,3.95,852.3,8.61,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+43+10,ocean,ocean,modest,fisheries,none,ocean,43,10,-371.97,8.276,840.0,8.59,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+44+10,ocean,ocean,modest,fisheries,none,ocean,44,10,-256.28,4.419,819.4,8.58,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+45+10,ocean,ocean,modest,fisheries,none,ocean,45,10,-266.66,4.409,806.1,8.61,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+46+10,ocean,ocean,modest,fisheries,none,ocean,46,10,-279.74,4.297,806.1,8.67,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+47+10,ocean,ocean,modest,fisheries,none,ocean,47,10,-287.3,4.125,809.5,8.76,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+48+10,ocean,ocean,modest,fisheries,none,ocean,48,10,-300.22,3.953,817.3,8.86,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+49+10,ocean,ocean,modest,fisheries,none,ocean,49,10,-315.68,3.98,830.1,8.94,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+50+10,ocean,ocean,modest,fisheries,none,ocean,50,10,-322.82,3.833,823.1,9.01,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+51+10,ocean,ocean,modest,fisheries,none,ocean,51,10,-325.4,3.919,794.1,9.05,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+52+10,ocean,ocean,modest,fisheries,none,ocean,52,10,-321.04,3.7,774.8,9.07,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+53+10,ocean,ocean,modest,fisheries,none,ocean,53,10,-321.19,3.8,768.3,9.07,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+54+10,ocean,ocean,modest,fisheries,none,ocean,54,10,-318.19,3.7,766.1,9.07,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+55+10,ocean,ocean,modest,fisheries,none,ocean,55,10,-317.73,3.56,763.8,9.07,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+56+10,ocean,ocean,modest,fisheries,none,ocean,56,10,-324.33,3.762,761.0,9.07,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+57+10,ocean,ocean,modest,fisheries,none,ocean,57,10,-336.08,4.057,762.5,9.08,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+58+10,ocean,ocean,modest,fisheries,none,ocean,58,10,-335.94,4.214,765.8,9.08,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+59+10,ocean,ocean,modest,fisheries,none,ocean,59,10,-322.45,3.764,755.6,9.06,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+60+10,ocean,ocean,modest,fisheries,none,ocean,60,10,-329.95,2.533,731.5,9.03,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+61+10,ocean,ocean,modest,fisheries,none,ocean,61,10,-327.51,1.958,701.8,8.97,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+62+10,ocean,ocean,modest,fisheries,none,ocean,62,10,-334.88,1.919,664.6,8.87,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+63+10,ocean,ocean,modest,fisheries,none,ocean,63,10,-342.05,2.079,637.3,8.77,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+64+10,ocean,ocean,modest,fisheries,none,ocean,64,10,-351.91,2.535,630.6,8.68,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+65+10,ocean,ocean,modest,fisheries,none,ocean,65,10,-353.61,2.591,631.2,8.61,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+66+10,ocean,ocean,modest,fisheries,none,ocean,66,10,-351.85,2.559,631.3,8.58,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
