id,terrain,water,food,resources,settle_score,why,q,r,elev_m,slope,precip,temp_c,soil,vegetation,rock
H+23+05,boreal,none,modest,timber|clay,farmstead,"adequate food, route access",23,5,314.0,1.32,871.1,5.79,glacial till,boreal forest,Coastal sediment
H+24+05,boreal,none,modest,timber,farmstead,"adequate food, route access",24,5,341.0,3.43,886.6,5.58,glacial till,boreal forest,Suture metamorphic
H+25+05,boreal,none,modest,timber|stone,farmstead,"adequate food, route access",25,5,444.0,4.57,911.2,4.87,glacial till,boreal forest,Suture metamorphic
H+26+05,boreal,none,modest,timber|stone,farmstead,"adequate food, route access",26,5,581.0,5.85,983.4,3.95,glacial till,boreal forest,Suture metamorphic
H+27+05,boreal,none,modest,timber|stone,farmstead,"adequate food, route access",27,5,757.0,6.64,1120.1,2.79,glacial till,boreal forest,Suture metamorphic
H+28+05,boreal,none,modest,timber|stone,none,no reliable fresh water,28,5,956.0,7.44,1294.0,1.51,glacial till,boreal forest,Suture metamorphic
H+29+05,boreal,none,modest,timber|stone,none,no reliable fresh water,29,5,1179.0,7.69,1525.8,0.1,glacial till,boreal forest,Suture metamorphic
H+30+05,boreal,none,modest,timber|stone,none,no reliable fresh water,30,5,1388.0,8.84,1671.3,-1.22,loam,boreal forest,Suture metamorphic
H+31+05,alpine,none,none,none,none,no reliable fresh water; poor food; arid interior,31,5,1653.0,9.61,2105.9,-2.9,mountain thin,alpine tundra,Suture metamorphic
H+32+05,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,32,5,1928.0,9.99,2173.2,-4.67,mountain thin,alpine tundra,Suture metamorphic
H+33+05,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,33,5,2196.0,9.98,2160.6,-6.43,mountain thin,alpine tundra,Suture metamorphic
H+34+05,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,34,5,1991.0,10.36,652.4,-5.14,mountain thin,alpine tundra,Suture metamorphic
H+35+05,alpine,none,none,none,none,no reliable fresh water; poor food; arid interior,35,5,1694.0,9.91,500.1,-3.27,mountain thin,alpine tundra,Suture metamorphic
H+36+05,boreal,none,modest,none,none,no reliable fresh water,36,5,1428.0,8.91,604.1,-1.61,loam,boreal forest,Suture metamorphic
H+37+05,boreal,none,modest,limestone_karst,none,no reliable fresh water,37,5,1190.0,7.92,716.4,-0.13,glacial till,boreal forest,Suture metamorphic
H+38+05,boreal,none,modest,timber,none,no reliable fresh water,38,5,1020.0,7.79,830.0,0.92,glacial till,boreal forest,Suture metamorphic
H+39+05,boreal,none,modest,limestone_karst|timber|stone,farmstead,"adequate food, route access",39,5,826.0,7.16,878.7,2.13,glacial till,boreal forest,Suture metamorphic
H+40+05,boreal,none,modest,timber|stone,farmstead,"adequate food, route access",40,5,637.0,6.32,952.8,3.32,glacial till,boreal forest,Suture metamorphic
H+41+05,boreal,none,modest,timber|stone,farmstead,"adequate food, route access",41,5,472.0,5.47,992.4,4.36,glacial till,boreal forest,Suture metamorphic
H+42+05,boreal,none,modest,timber,farmstead,"adequate food, route access",42,5,346.0,4.21,982.1,5.16,glacial till,boreal forest,Suture metamorphic
H+43+05,boreal,none,modest,timber|clay,farmstead,"adequate food, route access",43,5,280.0,2.2,959.8,5.57,glacial till,boreal forest,Coastal sediment
H+44+05,boreal,none,modest,timber|clay,farmstead,"adequate food, route access",44,5,259.0,6.44,943.7,5.7,glacial till,boreal forest,Coastal sediment
H+45+05,boreal,none,modest,timber|clay,village,"fresh water, adequate food, route access",45,5,237.0,6.24,934.4,5.86,glacial till,boreal forest,Coastal sediment
H+46+05,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",46,5,95.0,4.74,927.5,6.82,glacial till,temperate forest,Coastal sediment
H+47+05,coast,none,none,clay,farmstead,"fresh water, route access",47,5,79.0,4.34,914.4,6.97,glacial till,coastal scrub,Coastal sediment
H+48+05,coast,none,none,clay,farmstead,"fresh water, route access",48,5,57.0,4.5,900.6,7.17,glacial till,coastal scrub,Coastal sediment
H+49+05,coast,none,none,clay,farmstead,"fresh water, route access",49,5,41.0,3.9,894.5,7.32,glacial till,coastal scrub,Coastal sediment
H+50+05,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",50,5,150.0,6.08,893.0,6.66,sandy coastal,temperate forest,Coastal sediment
H+51+05,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",51,5,142.0,1.83,900.1,6.75,glacial till,temperate forest,Coastal sediment
H+52+05,forest,none,good,timber|clay,village,"adequate food, route access",52,5,140.0,1.77,913.0,6.8,glacial till,temperate forest,Coastal sediment
H+53+05,forest,none,good,timber|clay,village,"adequate food, route access",53,5,137.0,1.98,920.1,6.86,glacial till,temperate forest,Coastal sediment
H+54+05,forest,none,good,timber|clay,village,"adequate food, route access",54,5,131.0,1.76,920.9,6.92,glacial till,temperate forest,Coastal sediment
H+55+05,forest,none,good,timber|clay,village,"adequate food, route access",55,5,124.0,1.3,913.4,6.98,glacial till,temperate forest,Coastal sediment
H+56+05,forest,none,good,timber|clay,village,"adequate food, route access",56,5,126.0,1.18,894.9,6.94,glacial till,temperate forest,Coastal sediment
H+57+05,forest,none,good,timber|clay,village,"adequate food, route access",57,5,129.0,1.27,865.6,6.85,glacial till,temperate forest,Coastal sediment
H+58+05,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",58,5,132.0,1.35,831.4,6.73,glacial till,temperate forest,Coastal sediment
H+59+05,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",59,5,132.0,6.33,815.4,6.62,glacial till,temperate forest,Coastal sediment
H+60+05,ocean,ocean,modest,fish,none,ocean,60,5,-58.0,6.33,903.1,7.38,none/ocean,none/ocean,Oceanic basalt
H+61+05,ocean,ocean,modest,fish,none,ocean,61,5,-64.0,0.29,903.3,7.31,none/ocean,none/ocean,Oceanic basalt
H+62+05,ocean,ocean,modest,fish,none,ocean,62,5,-73.0,0.29,885.0,7.26,none/ocean,none/ocean,Oceanic basalt
H+63+05,ocean,ocean,modest,fish,none,ocean,63,5,-79.0,0.27,864.6,7.21,none/ocean,none/ocean,Oceanic basalt
H+64+05,ocean,ocean,modest,fish,none,ocean,64,5,-71.0,0.54,862.1,7.18,none/ocean,none/ocean,Oceanic basalt
H+65+05,ocean,ocean,modest,fish,none,ocean,65,5,-55.0,0.54,869.3,7.16,none/ocean,none/ocean,Oceanic basalt
H+66+05,ocean,ocean,modest,fish,none,ocean,66,5,-56.0,0.42,870.0,7.15,none/ocean,none/ocean,Oceanic basalt
H+67+05,ocean,ocean,modest,fish,none,ocean,67,5,-52.0,1.6,873.0,7.17,none/ocean,none/ocean,Oceanic basalt
H+68+05,ocean,ocean,modest,fish,none,ocean,68,5,-38.0,2.23,880.2,7.22,none/ocean,none/ocean,Oceanic basalt
H+69+05,ocean,ocean,modest,fish,none,ocean,69,5,-99.0,2.59,883.4,7.28,none/ocean,none/ocean,Oceanic basalt
H+70+05,ocean,ocean,modest,fish,none,ocean,70,5,-104.0,2.77,884.9,7.35,none/ocean,none/ocean,Oceanic basalt
H+71+05,ocean,ocean,modest,fish,none,ocean,71,5,-110.0,0.4,881.0,7.41,none/ocean,none/ocean,Oceanic basalt
H+72+05,ocean,ocean,modest,fish,none,ocean,72,5,-116.0,0.38,876.9,7.44,none/ocean,none/ocean,Oceanic basalt
H+73+05,ocean,ocean,modest,fish,none,ocean,73,5,-119.0,0.29,876.0,7.45,none/ocean,none/ocean,Oceanic basalt
H+74+05,ocean,ocean,modest,fish,none,ocean,74,5,-118.0,0.1,869.9,7.43,none/ocean,none/ocean,Oceanic basalt
H+75+05,ocean,ocean,modest,fish,none,ocean,75,5,-118.0,0.03,854.1,7.41,none/ocean,none/ocean,Oceanic basalt
H+76+05,ocean,ocean,modest,fish,none,ocean,76,5,-118.0,0.06,835.5,7.39,none/ocean,none/ocean,Oceanic basalt
H+77+05,ocean,ocean,modest,fish,none,ocean,77,5,-116.0,0.05,818.3,7.39,none/ocean,none/ocean,Oceanic basalt
H+78+05,ocean,ocean,modest,fish,none,ocean,78,5,-116.0,0.06,802.9,7.45,none/ocean,none/ocean,Oceanic basalt
H+79+05,ocean,ocean,modest,fish,none,ocean,79,5,-116.0,0.05,796.0,7.55,none/ocean,none/ocean,Oceanic basalt
H+00+06,ocean,ocean,modest,fish,none,ocean,0,6,-231.0,0.12,978.0,7.69,none/ocean,none/ocean,Oceanic basalt
H+01+06,ocean,ocean,modest,fish,none,ocean,1,6,-234.0,0.22,987.6,7.71,none/ocean,none/ocean,Oceanic basalt
H+02+06,ocean,ocean,modest,fish,none,ocean,2,6,-240.0,0.27,1001.4,7.75,none/ocean,none/ocean,Oceanic basalt
H+03+06,ocean,ocean,modest,fish,none,ocean,3,6,-245.0,0.33,998.8,7.8,none/ocean,none/ocean,Oceanic basalt
H+04+06,ocean,ocean,modest,fish,none,ocean,4,6,-244.0,0.26,979.1,7.84,none/ocean,none/ocean,Oceanic basalt
H+05+06,ocean,ocean,modest,fish,none,ocean,5,6,-238.0,0.23,965.2,7.86,none/ocean,none/ocean,Oceanic basalt
H+06+06,ocean,ocean,modest,fish,none,ocean,6,6,-233.0,0.23,968.3,7.84,none/ocean,none/ocean,Oceanic basalt
H+07+06,ocean,ocean,modest,fish,none,ocean,7,6,-231.0,0.35,962.9,7.8,none/ocean,none/ocean,Oceanic basalt
H+08+06,ocean,ocean,modest,fish,none,ocean,8,6,-231.0,6.84,942.8,7.76,none/ocean,none/ocean,Oceanic basalt
H+09+06,ocean,ocean,modest,fish,none,ocean,9,6,-25.0,6.85,924.8,7.74,none/ocean,none/ocean,Oceanic basalt
H+10+06,ocean,ocean,modest,fish,none,ocean,10,6,-23.0,1.66,921.4,7.73,none/ocean,none/ocean,Oceanic basalt
H+11+06,ocean,ocean,modest,fish,none,ocean,11,6,-21.0,1.63,923.6,7.75,none/ocean,none/ocean,Oceanic basalt
H+12+06,ocean,ocean,modest,fish,none,ocean,12,6,-20.0,1.5,919.2,7.79,none/ocean,none/ocean,Oceanic basalt
H+13+06,ocean,ocean,modest,fish,none,ocean,13,6,-28.0,1.56,913.3,7.84,none/ocean,none/ocean,Oceanic basalt
H+14+06,ocean,ocean,modest,fish,none,ocean,14,6,-28.0,2.16,913.0,7.9,none/ocean,none/ocean,Oceanic basalt
H+15+06,ocean,ocean,modest,fish,none,ocean,15,6,-48.0,1.85,909.0,7.95,none/ocean,none/ocean,Oceanic basalt
H+16+06,ocean,ocean,modest,fish,none,ocean,16,6,-54.0,1.89,907.4,8.0,none/ocean,none/ocean,Oceanic basalt
H+17+06,ocean,ocean,modest,fish,none,ocean,17,6,-50.0,2.38,920.3,8.03,none/ocean,none/ocean,Oceanic basalt
H+18+06,ocean,ocean,modest,fish,none,ocean,18,6,-41.0,2.7,930.8,8.05,none/ocean,none/ocean,Oceanic basalt
H+19+06,ocean,ocean,modest,fish,none,ocean,19,6,-28.0,11.11,932.4,8.07,none/ocean,none/ocean,Oceanic basalt
H+20+06,forest,none,good,none,village,"fresh water, adequate food",20,6,170.0,8.92,852.5,6.97,glacial till,temperate forest,Rift volcanics
H+21+06,forest,none,good,timber,village,"fresh water, adequate food",21,6,312.0,8.7,858.9,6.05,glacial till,temperate forest,Rift volcanics
H+22+06,forest,none,good,timber,village,"fresh water, adequate food",22,6,305.0,8.37,861.8,6.1,glacial till,temperate forest,Rift volcanics
H+23+06,forest,none,good,timber,village,"fresh water, adequate food",23,6,304.0,8.57,870.4,6.09,glacial till,temperate forest,Rift volcanics
H+24+06,boreal,none,modest,timber,village,"fresh water, adequate food",24,6,326.0,9.3,874.9,5.92,glacial till,boreal forest,Rift volcanics
H+25+06,boreal,none,modest,timber,village,"fresh water, adequate food",25,6,427.0,11.79,891.6,5.23,glacial till,boreal forest,Rift volcanics
H+26+06,boreal,none,modest,timber,village,"fresh water, adequate food",26,6,568.0,13.31,985.2,4.29,glacial till,boreal forest,Rift volcanics
H+27+06,hills,none,modest,timber,none,no reliable fresh water,27,6,747.0,14.33,1140.4,3.12,glacial till,boreal forest,Rift volcanics
H+28+06,hills,none,modest,timber,none,no reliable fresh water,28,6,949.0,10.53,1326.9,1.83,volcanic andisol,boreal forest,Rift volcanics
H+29+06,hills,none,modest,timber,none,no reliable fresh water,29,6,1163.0,10.84,1533.8,0.48,volcanic andisol,boreal forest,Rift volcanics
H+30+06,hills,none,modest,timber,none,no reliable fresh water,30,6,1365.0,10.47,1667.1,-0.78,volcanic andisol,boreal forest,Rift volcanics
H+31+06,hills,none,none,none,none,no reliable fresh water; poor food; arid interior,31,6,1628.0,12.81,2112.8,-2.44,volcanic andisol,alpine tundra,Rift volcanics
H+32+06,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,32,6,1896.0,13.09,2149.8,-4.16,volcanic andisol,alpine tundra,Rift volcanics
H+33+06,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,33,6,2160.0,13.01,2149.1,-5.89,volcanic andisol,alpine tundra,Rift volcanics
H+34+06,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,34,6,1955.0,9.46,656.1,-4.61,volcanic andisol,alpine tundra,Rift volcanics
H+35+06,alpine,none,none,none,none,no reliable fresh water; poor food; arid interior,35,6,1671.0,9.46,526.9,-2.83,volcanic andisol,alpine tundra,Rift volcanics
H+36+06,boreal,none,modest,timber,none,no reliable fresh water,36,6,1410.0,8.7,627.2,-1.21,volcanic andisol,boreal forest,Rift volcanics
H+37+06,boreal,none,modest,timber,none,no reliable fresh water,37,6,1173.0,7.92,738.0,0.25,glacial till,boreal forest,Rift volcanics
H+38+06,boreal,none,modest,timber,none,no reliable fresh water,38,6,1000.0,6.68,851.7,1.31,glacial till,boreal forest,Rift volcanics
H+39+06,boreal,none,modest,timber,farmstead,"adequate food, route access",39,6,800.0,6.68,886.2,2.55,glacial till,boreal forest,Rift volcanics
H+40+06,boreal,none,modest,timber,farmstead,"adequate food, route access",40,6,613.0,6.25,933.8,3.72,glacial till,boreal forest,Rift volcanics
H+41+06,boreal,none,modest,timber,farmstead,"adequate food, route access",41,6,450.0,5.41,966.2,4.74,glacial till,boreal forest,Rift volcanics
H+42+06,boreal,river,modest,timber,village,"fresh water, adequate food, route access",42,6,322.0,4.26,970.0,5.55,glacial till,boreal forest,Rift volcanics
H+43+06,boreal,none,modest,timber,farmstead,"adequate food, route access",43,6,258.0,3.94,955.5,5.94,glacial till,boreal forest,Rift volcanics
H+44+06,forest,none,good,timber|metals,village,"adequate food, route access",44,6,241.0,3.73,940.1,6.05,glacial till,temperate forest,Rift volcanics
H+45+06,forest,none,good,timber|metals,town,"fresh water, adequate food, route access",45,6,229.0,4.46,931.7,6.14,glacial till,temperate forest,Rift volcanics
H+46+06,forest,none,good,timber|metals,town,"fresh water, adequate food, route access",46,6,209.0,4.34,919.4,6.31,glacial till,temperate forest,Rift volcanics
H+47+06,forest,none,good,timber|metals,town,"fresh water, adequate food, route access",47,6,192.0,5.16,901.1,6.47,volcanic andisol,temperate forest,Rift volcanics
H+48+06,coast,none,none,metals,farmstead,"fresh water, route access",48,6,37.0,5.16,891.4,7.54,glacial till,coastal scrub,Rift volcanics
H+49+06,forest,none,good,timber,town,"fresh water, adequate food, route access",49,6,158.0,4.57,888.1,6.81,volcanic andisol,temperate forest,Rift volcanics
H+50+06,forest,none,good,timber,town,"fresh water, adequate food, route access",50,6,139.0,4.0,886.7,6.99,glacial till,temperate forest,Rift volcanics
H+51+06,forest,none,good,timber,town,"fresh water, adequate food, route access",51,6,132.0,3.98,895.0,7.08,glacial till,temperate forest,Rift volcanics
H+52+06,forest,none,good,timber,town,"fresh water, adequate food, route access",52,6,132.0,4.0,903.9,7.12,glacial till,temperate forest,Rift volcanics
H+53+06,forest,none,good,timber,town,"fresh water, adequate food, route access",53,6,132.0,3.9,904.6,7.16,glacial till,temperate forest,Rift volcanics
H+54+06,forest,none,good,timber,town,"fresh water, adequate food, route access",54,6,121.0,3.72,902.4,7.26,glacial till,temperate forest,Rift volcanics
H+55+06,forest,none,good,volcanic_host|timber,town,"fresh water, adequate food, route access",55,6,122.0,3.79,899.4,7.26,glacial till,temperate forest,Rift volcanics
H+56+06,forest,none,good,timber,town,"fresh water, adequate food, route access",56,6,116.0,3.76,889.3,7.27,glacial till,temperate forest,Rift volcanics
H+57+06,forest,none,good,timber,town,"fresh water, adequate food, route access",57,6,119.0,3.87,869.1,7.18,glacial till,temperate forest,Rift volcanics
H+58+06,forest,none,good,timber,town,"fresh water, adequate food, route access",58,6,120.0,3.52,846.6,7.08,glacial till,temperate forest,Rift volcanics
H+59+06,forest,none,good,timber,town,"fresh water, adequate food, route access",59,6,115.0,6.15,829.6,7.0,glacial till,temperate forest,Rift volcanics
H+60+06,ocean,ocean,modest,fish,none,ocean,60,6,-69.0,6.15,892.3,7.66,none/ocean,none/ocean,Oceanic basalt
H+61+06,ocean,ocean,modest,fish,none,ocean,61,6,-69.0,2.38,877.1,7.59,none/ocean,none/ocean,Oceanic basalt
H+62+06,ocean,ocean,modest,fish,none,ocean,62,6,-76.0,2.46,863.5,7.53,none/ocean,none/ocean,Oceanic basalt
H+63+06,ocean,ocean,modest,fish,none,ocean,63,6,-80.0,2.42,848.5,7.49,none/ocean,none/ocean,Oceanic basalt
H+64+06,ocean,ocean,modest,fish,none,ocean,64,6,-70.0,2.76,834.1,7.46,none/ocean,none/ocean,Oceanic basalt
H+65+06,ocean,ocean,modest,fish,none,ocean,65,6,-61.0,2.67,825.9,7.44,none/ocean,none/ocean,Oceanic basalt
H+66+06,ocean,ocean,modest,fish,none,ocean,66,6,-52.0,2.76,826.4,7.43,none/ocean,none/ocean,Oceanic basalt
H+67+06,ocean,ocean,modest,fish,none,ocean,67,6,-47.0,2.53,831.1,7.45,none/ocean,none/ocean,Oceanic basalt
H+68+06,ocean,ocean,modest,fish,none,ocean,68,6,-37.0,2.62,841.4,7.49,none/ocean,none/ocean,Oceanic basalt
H+69+06,ocean,ocean,modest,fish,none,ocean,69,6,-21.0,2.77,854.7,7.55,none/ocean,none/ocean,Oceanic basalt
H+70+06,ocean,ocean,modest,fish,none,ocean,70,6,-98.0,2.58,864.3,7.61,none/ocean,none/ocean,Oceanic basalt
H+71+06,ocean,ocean,modest,fish,none,ocean,71,6,-104.0,0.38,866.9,7.66,none/ocean,none/ocean,Oceanic basalt
H+72+06,ocean,ocean,modest,fish,none,ocean,72,6,-110.0,0.36,866.2,7.68,none/ocean,none/ocean,Oceanic basalt
H+73+06,ocean,ocean,modest,fish,none,ocean,73,6,-116.0,0.37,867.5,7.68,none/ocean,none/ocean,Oceanic basalt
H+74+06,ocean,ocean,modest,fish,none,ocean,74,6,-119.0,0.3,864.2,7.65,none/ocean,none/ocean,Oceanic basalt
H+75+06,ocean,ocean,modest,fish,none,ocean,75,6,-118.0,0.13,847.9,7.62,none/ocean,none/ocean,Oceanic basalt
H+76+06,ocean,ocean,modest,fish,none,ocean,76,6,-117.0,0.04,828.7,7.6,none/ocean,none/ocean,Oceanic basalt
H+77+06,ocean,ocean,modest,fish,none,ocean,77,6,-117.0,0.04,812.3,7.61,none/ocean,none/ocean,Oceanic basalt
H+78+06,ocean,ocean,modest,fish,none,ocean,78,6,-117.0,0.05,798.9,7.67,none/ocean,none/ocean,Oceanic basalt
H+79+06,ocean,ocean,modest,fish,none,ocean,79,6,-117.0,0.05,790.7,7.78,none/ocean,none/ocean,Oceanic basalt
H+00+07,ocean,ocean,modest,fish,none,ocean,0,7,-230.0,0.12,990.7,8.06,none/ocean,none/ocean,Oceanic basalt
H+01+07,ocean,ocean,modest,fish,none,ocean,1,7,-232.0,0.27,999.3,8.07,none/ocean,none/ocean,Oceanic basalt
H+02+07,ocean,ocean,modest,fish,none,ocean,2,7,-235.0,0.33,1009.3,8.09,none/ocean,none/ocean,Oceanic basalt
H+03+07,ocean,ocean,modest,fish,none,ocean,3,7,-238.0,0.34,998.3,8.12,none/ocean,none/ocean,Oceanic basalt
H+04+07,ocean,ocean,modest,fish,none,ocean,4,7,-236.0,0.37,967.2,8.14,none/ocean,none/ocean,Oceanic basalt
H+05+07,ocean,ocean,modest,fish,none,ocean,5,7,-232.0,0.41,945.9,8.14,none/ocean,none/ocean,Oceanic basalt
H+06+07,ocean,ocean,modest,fish,none,ocean,6,7,-226.0,0.4,941.5,8.11,none/ocean,none/ocean,Oceanic basalt
H+07+07,ocean,ocean,modest,fish,none,ocean,7,7,-221.0,4.63,925.6,8.08,none/ocean,none/ocean,Oceanic basalt
H+08+07,ocean,ocean,modest,fish,none,ocean,8,7,-82.0,4.95,895.8,8.05,none/ocean,none/ocean,Oceanic basalt
H+09+07,ocean,ocean,modest,fish,none,ocean,9,7,-72.0,2.41,873.9,8.03,none/ocean,none/ocean,Oceanic basalt
H+10+07,ocean,ocean,modest,fish,none,ocean,10,7,-70.0,2.15,875.8,8.02,none/ocean,none/ocean,Oceanic basalt
H+11+07,ocean,ocean,modest,fish,none,ocean,11,7,-65.0,2.16,889.1,8.04,none/ocean,none/ocean,Oceanic basalt
H+12+07,ocean,ocean,modest,fish,none,ocean,12,7,-65.0,2.14,897.5,8.08,none/ocean,none/ocean,Oceanic basalt
H+13+07,ocean,ocean,modest,fish,none,ocean,13,7,-75.0,2.11,904.2,8.13,none/ocean,none/ocean,Oceanic basalt
H+14+07,ocean,ocean,modest,fish,none,ocean,14,7,-93.0,2.16,909.6,8.19,none/ocean,none/ocean,Oceanic basalt
H+15+07,ocean,ocean,modest,fish,none,ocean,15,7,-103.0,2.04,905.6,8.23,none/ocean,none/ocean,Oceanic basalt
H+16+07,ocean,ocean,modest,fish,none,ocean,16,7,-111.0,2.14,901.9,8.27,none/ocean,none/ocean,Oceanic basalt
H+17+07,ocean,ocean,modest,fish,none,ocean,17,7,-122.0,2.7,910.8,8.3,none/ocean,none/ocean,Oceanic basalt
H+18+07,ocean,ocean,modest,fish,none,ocean,18,7,-117.0,2.96,918.8,8.32,none/ocean,none/ocean,Oceanic basalt
H+19+07,ocean,ocean,modest,fish,none,ocean,19,7,-98.0,8.92,922.6,8.33,none/ocean,none/ocean,Oceanic basalt
H+20+07,coast,none,none,none,none,poor food,20,7,51.0,8.7,847.2,8.0,glacial till,coastal scrub,Rift volcanics
H+21+07,coast,none,none,none,none,poor food,21,7,65.0,8.22,855.0,7.91,glacial till,coastal scrub,Rift volcanics
H+22+07,coast,none,none,none,none,poor food,22,7,54.0,8.37,857.4,7.99,glacial till,coastal scrub,Rift volcanics
H+23+07,coast,none,none,none,none,poor food,23,7,47.0,9.3,866.5,8.03,glacial till,coastal scrub,Rift volcanics
H+24+07,coast,none,none,none,none,poor food,24,7,73.0,11.79,869.2,7.84,glacial till,coastal scrub,Rift volcanics
H+25+07,forest,none,good,timber,village,"fresh water, adequate food",25,7,168.0,13.31,878.9,7.21,glacial till,temperate forest,Rift volcanics
H+26+07,forest,none,good,timber,village,"fresh water, adequate food",26,7,317.0,14.33,910.2,6.23,glacial till,temperate forest,Rift volcanics
H+27+07,hills,none,modest,timber,village,"fresh water, adequate food",27,7,633.0,14.71,1195.1,4.19,glacial till,boreal forest,Rift volcanics
H+28+07,hills,none,modest,timber|metals,none,no reliable fresh water,28,7,838.0,15.69,1270.0,2.88,glacial till,boreal forest,Rift volcanics
H+29+07,mountains,none,modest,timber,none,no reliable fresh water,29,7,1051.0,16.11,1467.1,1.54,volcanic andisol,boreal forest,Rift volcanics
H+30+07,mountains,none,modest,timber,none,no reliable fresh water,30,7,1244.0,15.27,1568.5,0.34,volcanic andisol,boreal forest,Rift volcanics
H+31+07,mountains,none,modest,timber,village,"fresh water, adequate food",31,7,1504.0,16.05,2018.2,-1.31,volcanic andisol,boreal forest,Rift volcanics
H+32+07,mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,32,7,1770.0,17.74,2147.1,-3.03,volcanic andisol,alpine tundra,Rift volcanics
H+33+07,high_mountains,none,none,volcanic_host,none,no reliable fresh water; poor food; arid interior,33,7,2029.0,17.7,2137.6,-4.73,volcanic andisol,alpine tundra,Rift volcanics
H+34+07,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,34,7,1834.0,9.37,679.0,-3.51,volcanic andisol,alpine tundra,Rift volcanics
H+35+07,boreal,none,modest,none,none,no reliable fresh water,35,7,1553.0,9.37,559.0,-1.76,volcanic andisol,boreal forest,Rift volcanics
H+36+07,boreal,none,modest,timber,none,no reliable fresh water,36,7,1292.0,8.71,682.3,-0.16,volcanic andisol,boreal forest,Rift volcanics
H+37+07,boreal,none,modest,timber,none,no reliable fresh water,37,7,1087.0,7.17,810.3,1.09,glacial till,boreal forest,Rift volcanics
H+38+07,boreal,none,modest,timber,farmstead,"adequate food, route access",38,7,872.0,7.17,866.8,2.4,glacial till,boreal forest,Rift volcanics
H+39+07,boreal,none,modest,timber,farmstead,"adequate food, route access",39,7,668.0,6.78,919.7,3.66,glacial till,boreal forest,Rift volcanics
H+40+07,boreal,none,modest,timber,farmstead,"adequate food, route access",40,7,488.0,6.01,947.8,4.78,glacial till,boreal forest,Rift volcanics
H+41+07,boreal,river,modest,timber,village,"fresh water, adequate food, route access",41,7,323.0,5.51,954.7,5.81,glacial till,boreal forest,Rift volcanics
H+42+07,marsh,river,modest,metals|peat,village,"fresh water, adequate food, route access",42,7,199.0,4.41,954.7,6.58,peat/wetland,wetland/marsh,Rift volcanics
H+43+07,marsh,wetland,modest,metals|peat,village,"fresh water, adequate food, route access",43,7,140.0,4.26,943.3,6.95,peat/wetland,wetland/marsh,Rift volcanics
H+44+07,forest,none,good,timber|metals,town,"fresh water, adequate food, route access",44,7,129.0,4.12,928.2,7.01,glacial till,temperate forest,Rift volcanics
H+45+07,forest,none,good,timber|metals,town,"fresh water, adequate food, route access",45,7,116.0,3.98,920.3,7.11,glacial till,temperate forest,Rift volcanics
H+46+07,forest,none,good,timber|metals,town,"fresh water, adequate food, route access",46,7,97.0,4.05,908.0,7.28,glacial till,temperate forest,Rift volcanics
H+47+07,coast,none,none,metals,farmstead,"fresh water, route access",47,7,70.0,4.05,892.7,7.52,glacial till,coastal scrub,Rift volcanics
H+48+07,coast,none,none,metals,farmstead,"fresh water, route access",48,7,46.0,3.93,890.3,7.74,glacial till,coastal scrub,Rift volcanics
H+49+07,coast,none,none,none,farmstead,"fresh water, route access",49,7,21.0,4.57,892.3,7.97,glacial till,coastal scrub,Rift volcanics
H+50+07,coast,none,none,none,farmstead,"fresh water, route access",50,7,19.0,4.0,890.2,8.04,glacial till,coastal scrub,Rift volcanics
H+51+07,coast,none,none,none,farmstead,"fresh water, route access",51,7,12.0,4.0,893.4,8.13,glacial till,coastal scrub,Rift volcanics
H+52+07,coast,none,none,none,farmstead,"fresh water, route access",52,7,15.0,3.9,894.2,8.15,glacial till,coastal scrub,Rift volcanics
H+53+07,coast,none,none,none,farmstead,"fresh water, route access",53,7,15.0,3.92,887.0,8.19,glacial till,coastal scrub,Rift volcanics
H+54+07,coast,none,none,none,farmstead,"fresh water, route access",54,7,9.0,3.75,881.3,8.25,glacial till,coastal scrub,Rift volcanics
H+55+07,coast,none,none,none,farmstead,"fresh water, route access",55,7,8.0,3.79,882.4,8.26,glacial till,coastal scrub,Rift volcanics
H+56+07,coast,none,none,none,farmstead,"fresh water, route access",56,7,3.0,3.87,880.4,8.27,glacial till,coastal scrub,Rift volcanics
H+57+07,coast,none,none,none,farmstead,"fresh water, route access",57,7,14.0,3.94,869.3,8.14,glacial till,coastal scrub,Rift volcanics
H+58+07,coast,none,none,none,farmstead,"fresh water, route access",58,7,18.0,3.87,855.8,8.04,glacial till,coastal scrub,Rift volcanics
H+59+07,coast,none,none,none,farmstead,"fresh water, route access",59,7,7.0,4.89,839.1,8.02,glacial till,coastal scrub,Rift volcanics
