id,q,r,elevation_m,slope,lithology,mountain_type,glacial_scar,glacial,endorheic,geology_resource_tag,plate,land
H+55+14,55,14,-14,3.945,oceanic_basalt,none,,false,false,,3,0
H+56+14,56,14,-14,4.13,oceanic_basalt,none,,false,false,,3,0
H+57+14,57,14,-8,4.023,oceanic_basalt,none,,false,false,,3,0
H+58+14,58,14,-13,4.185,oceanic_basalt,none,,false,false,,3,0
H+59+14,59,14,-15,6.498,oceanic_basalt,none,,false,false,,3,0
H+60+14,60,14,-141,8.057,oceanic_basalt,none,,false,false,,1,0
H+61+14,61,14,-120,2.746,oceanic_basalt,none,,false,false,,1,0
H+62+14,62,14,-101,2.691,oceanic_basalt,none,,false,false,,1,0
H+63+14,63,14,-98,2.594,oceanic_basalt,none,,false,false,,1,0
H+64+14,64,14,-99,2.839,oceanic_basalt,none,,false,false,,1,0
H+65+14,65,14,-92,3.072,oceanic_basalt,none,,false,false,,1,0
H+66+14,66,14,-105,2.776,oceanic_basalt,none,,false,false,,1,0
H+67+14,67,14,-106,2.584,oceanic_basalt,none,,false,false,,1,0
H+68+14,68,14,-103,2.604,oceanic_basalt,none,,false,false,,1,0
H+69+14,69,14,-111,2.641,oceanic_basalt,none,,false,false,,1,0
H+70+14,70,14,-115,2.518,oceanic_basalt,none,,false,false,,1,0
H+71+14,71,14,-111,2.505,oceanic_basalt,none,,false,false,,1,0
H+72+14,72,14,-112,2.472,oceanic_basalt,none,,false,false,,1,0
H+73+14,73,14,-107,2.599,oceanic_basalt,none,,false,false,,1,0
H+74+14,74,14,-109,2.726,oceanic_basalt,none,,false,false,,1,0
H+75+14,75,14,-112,2.649,oceanic_basalt,none,,false,false,,1,0
H+76+14,76,14,-106,2.551,oceanic_basalt,none,,false,false,,1,0
H+77+14,77,14,-103,2.714,oceanic_basalt,none,,false,false,,1,0
H+78+14,78,14,-96,2.661,oceanic_basalt,none,,false,false,,1,0
H+79+14,79,14,-98,2.736,oceanic_basalt,none,,false,false,,1,0
H+00+15,0,15,-75,0.151,oceanic_basalt,none,,false,false,,0,0
H+01+15,1,15,-70,6.277,oceanic_basalt,none,,false,false,,0,0
H+02+15,2,15,-21,6.106,oceanic_basalt,none,,false,false,,0,0
H+03+15,3,15,-28,4.885,oceanic_basalt,none,,false,false,,0,0
H+04+15,4,15,-28,4.417,oceanic_basalt,none,,false,false,,0,0
H+05+15,5,15,104,6.242,coastal_sediment,none,none,false,false,,0,1
H+06+15,6,15,113,2.135,coastal_sediment,none,none,false,false,,0,1
H+07+15,7,15,118,2.038,coastal_sediment,none,none,false,false,,0,1
H+08+15,8,15,119,2.038,coastal_sediment,none,none,false,false,,0,1
H+09+15,9,15,120,2.085,coastal_sediment,none,none,false,false,,0,1
H+10+15,10,15,129,4.95,coastal_sediment,none,none,false,false,,0,1
H+11+15,11,15,-19,4.95,oceanic_basalt,none,,false,false,,0,0
H+12+15,12,15,-31,2.903,oceanic_basalt,none,,false,false,,0,0
H+13+15,13,15,-42,2.833,oceanic_basalt,none,,false,false,,0,0
H+14+15,14,15,-49,2.902,oceanic_basalt,none,,false,false,,0,0
H+15+15,15,15,-47,2.076,oceanic_basalt,none,,false,false,,0,0
H+16+15,16,15,-43,2.792,oceanic_basalt,none,,false,false,,0,0
H+17+15,17,15,-52,2.881,oceanic_basalt,none,,false,false,,0,0
H+18+15,18,15,-57,3.137,oceanic_basalt,none,,false,false,,0,0
H+19+15,19,15,-63,5.386,oceanic_basalt,none,,false,false,,0,0
H+20+15,20,15,99,5.386,rift_volcanics,rift,overdeep_basin,true,false,,3,1
H+21+15,21,15,96,4.179,rift_volcanics,rift,overdeep_basin,true,false,,3,1
H+22+15,22,15,95,4.302,rift_volcanics,rift,overdeep_basin,true,false,,3,1
H+23+15,23,15,88,4.088,rift_volcanics,rift,overdeep_basin,true,false,,3,1
H+24+15,24,15,93,4.228,rift_volcanics,rift,overdeep_basin,true,false,,3,1
H+25+15,25,15,206,5.597,rift_volcanics,rift,overdeep_basin;outwash,true,false,,3,1
H+26+15,26,15,374,6.464,rift_volcanics,rift,overdeep_basin;outwash,true,false,,3,1
H+27+15,27,15,568,6.738,rift_volcanics,rift,overdeep_basin;outwash,true,false,,3,1
H+28+15,28,15,770,7.155,rift_volcanics,rift,outwash,true,false,,3,1
H+29+15,29,15,985,7.155,rift_volcanics,rift,scoured_craton,true,false,,3,1
H+30+15,30,15,1172,8.171,rift_volcanics,rift,u_valley,true,false,,3,1
H+31+15,31,15,1417,8.511,rift_volcanics,rift,u_valley,true,false,,3,1
H+32+15,32,15,1672,9.516,rift_volcanics,rift,u_valley,true,false,,3,1
H+33+15,33,15,1957,9.516,rift_volcanics,rift,u_valley,true,false,,3,1
H+34+15,34,15,1799,12.557,rift_volcanics,rift,u_valley,true,false,,3,1
H+35+15,35,15,1540,12.361,rift_volcanics,rift,u_valley,true,false,,3,1
H+36+15,36,15,1293,10.927,rift_volcanics,rift,u_valley,true,false,,3,1
H+37+15,37,15,1053,10.579,rift_volcanics,rift,u_valley,true,false,,3,1
H+38+15,38,15,865,11.381,rift_volcanics,rift,u_valley;outwash,true,false,,3,1
H+39+15,39,15,651,10.864,rift_volcanics,rift,u_valley;outwash,true,false,,3,1
H+40+15,40,15,451,8.322,rift_volcanics,rift,u_valley;overdeep_basin;outwash,true,false,,3,1
H+41+15,41,15,393,9.648,rift_volcanics,rift,outwash,true,false,,3,1
H+42+15,42,15,218,7.355,rift_volcanics,rift,outwash,true,false,,3,1
H+43+15,43,15,145,4.437,rift_volcanics,rift,none,false,false,,3,1
H+44+15,44,15,132,3.994,rift_volcanics,rift,none,false,false,,3,1
H+45+15,45,15,119,3.639,rift_volcanics,rift,none,false,false,,3,1
H+46+15,46,15,116,3.913,rift_volcanics,rift,none,false,false,,3,1
H+47+15,47,15,113,3.799,rift_volcanics,rift,none,false,false,,3,1
H+48+15,48,15,116,3.804,rift_volcanics,rift,none,false,false,,3,1
H+49+15,49,15,120,3.842,rift_volcanics,rift,none,false,false,,3,1
H+50+15,50,15,119,3.933,rift_volcanics,rift,none,false,false,volcanic_host,3,1
H+51+15,51,15,122,4.08,rift_volcanics,rift,none,false,false,,3,1
H+52+15,52,15,119,4.217,rift_volcanics,rift,none,false,false,,3,1
H+53+15,53,15,110,4.224,rift_volcanics,rift,none,false,false,,3,1
H+54+15,54,15,102,3.955,rift_volcanics,rift,none,false,false,,3,1
H+55+15,55,15,104,3.945,rift_volcanics,rift,none,false,false,,3,1
H+56+15,56,15,110,4.13,rift_volcanics,rift,none,false,false,,3,1
H+57+15,57,15,112,4.185,rift_volcanics,rift,none,false,false,,3,1
H+58+15,58,15,107,4.084,rift_volcanics,rift,none,false,false,,3,1
H+59+15,59,15,101,8.057,rift_volcanics,rift,none,false,false,,3,1
H+60+15,60,15,-70,7.677,oceanic_basalt,none,,false,false,,1,0
H+61+15,61,15,-49,2.39,oceanic_basalt,none,,false,false,,1,0
H+62+15,62,15,-30,2.353,oceanic_basalt,none,,false,false,,1,0
H+63+15,63,15,-22,2.557,oceanic_basalt,none,,false,false,,1,0
H+64+15,64,15,-24,2.499,oceanic_basalt,none,,false,false,,1,0
H+65+15,65,15,-22,2.776,oceanic_basalt,none,,false,false,,1,0
H+66+15,66,15,-29,2.584,oceanic_basalt,none,,false,false,,1,0
H+67+15,67,15,-37,2.31,oceanic_basalt,none,,false,false,,1,0
H+68+15,68,15,-42,2.311,oceanic_basalt,none,,false,false,,1,0
H+69+15,69,15,-45,2.312,oceanic_basalt,none,,false,false,,1,0
H+70+15,70,15,-42,2.432,oceanic_basalt,none,,false,false,,1,0
H+71+15,71,15,-42,2.326,oceanic_basalt,none,,false,false,,1,0
H+72+15,72,15,-38,2.452,oceanic_basalt,none,,false,false,,1,0
H+73+15,73,15,-33,2.526,oceanic_basalt,none,,false,false,,1,0
H+74+15,74,15,-38,2.455,oceanic_basalt,none,,false,false,,1,0
H+75+15,75,15,-44,2.253,oceanic_basalt,none,,false,false,,1,0
H+76+15,76,15,-35,2.365,oceanic_basalt,none,,false,false,,1,0
H+77+15,77,15,-22,2.714,oceanic_basalt,none,,false,false,,1,0
H+78+15,78,15,-16,2.736,oceanic_basalt,none,,false,false,,1,0
H+79+15,79,15,-94,4.09,oceanic_basalt,none,,false,false,,1,0
H+00+16,0,16,-73,6.371,oceanic_basalt,none,,false,false,,0,0
H+01+16,1,16,118,6.371,coastal_sediment,none,none,false,false,,0,1
H+02+16,2,16,119,4.885,coastal_sediment,none,none,false,false,,0,1
H+03+16,3,16,-23,4.734,oceanic_basalt,none,,false,false,,0,0
H+04+16,4,16,-23,4.889,oceanic_basalt,none,,false,false,,0,0
H+05+16,5,16,124,4.889,coastal_sediment,none,none,false,false,,0,1
H+06+16,6,16,134,0.707,coastal_sediment,none,none,false,false,,0,1
H+07+16,7,16,129,0.391,coastal_sediment,none,none,false,false,,0,1
H+08+16,8,16,129,0.413,coastal_sediment,none,none,false,false,,0,1
H+09+16,9,16,131,4.95,coastal_sediment,none,none,false,false,,0,1
H+10+16,10,16,-13,4.802,oceanic_basalt,none,,false,false,,0,0
H+11+16,11,16,-24,0.762,oceanic_basalt,none,,false,false,,0,0
H+12+16,12,16,-29,1.198,oceanic_basalt,none,,false,false,,0,0
H+13+16,13,16,-40,1.087,oceanic_basalt,none,,false,false,,0,0
H+14+16,14,16,-48,0.832,oceanic_basalt,none,,false,false,,0,0
H+15+16,15,16,-39,0.928,oceanic_basalt,none,,false,false,,0,0
H+16+16,16,16,-30,0.834,oceanic_basalt,none,,false,false,,0,0
H+17+16,17,16,-32,0.857,oceanic_basalt,none,,false,false,,0,0
H+18+16,18,16,-34,0.967,oceanic_basalt,none,,false,false,,0,0
H+19+16,19,16,-29,6.098,oceanic_basalt,none,,false,false,,0,0
H+20+16,20,16,154,6.098,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+21+16,21,16,155,2.026,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+22+16,22,16,153,2.168,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+23+16,23,16,151,2.081,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+24+16,24,16,155,3.534,suture_metamorphic,collision,overdeep_basin,true,false,,0,1
H+25+16,25,16,261,5.658,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,0,1
H+26+16,26,16,431,6.37,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,0,1
H+27+16,27,16,621,7.441,suture_metamorphic,collision,outwash,true,false,,0,1
H+28+16,28,16,820,7.978,suture_metamorphic,collision,outwash,true,false,,0,1
H+29+16,29,16,1039,8.783,suture_metamorphic,collision,u_valley,true,false,,0,1
H+30+16,30,16,1233,8.215,suture_metamorphic,collision,u_valley,true,false,,0,1
H+31+16,31,16,1479,9.274,suture_metamorphic,collision,u_valley,true,false,,0,1
H+32+16,32,16,1738,9.63,suture_metamorphic,collision,u_valley,true,false,limestone_karst,0,1
H+33+16,33,16,2027,10.274,suture_metamorphic,collision,u_valley,true,false,limestone_karst,1,1
H+34+16,34,16,1861,10.681,suture_metamorphic,collision,u_valley,true,false,,1,1
H+35+16,35,16,1596,10.092,suture_metamorphic,collision,u_valley,true,false,,1,1
H+36+16,36,16,1350,9.876,suture_metamorphic,collision,u_valley,true,false,,1,1
H+37+16,37,16,1102,8.26,suture_metamorphic,collision,u_valley,true,false,,1,1
H+38+16,38,16,911,8.692,suture_metamorphic,collision,u_valley,true,false,,1,1
H+39+16,39,16,701,8.322,suture_metamorphic,collision,u_valley;outwash,true,false,,1,1
H+40+16,40,16,497,6.8,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,1,1
H+41+16,41,16,439,7.355,suture_metamorphic,collision,outwash,true,false,,1,1
H+42+16,42,16,274,5.497,suture_metamorphic,collision,outwash,true,false,,1,1
H+43+16,43,16,201,2.425,craton_granite_gneiss,none,outwash,true,false,,1,1
H+44+16,44,16,185,2.205,craton_granite_gneiss,none,none,false,false,,1,1
H+45+16,45,16,174,1.93,craton_granite_gneiss,none,none,false,false,,1,1
H+46+16,46,16,163,1.669,craton_granite_gneiss,none,none,false,false,,1,1
H+47+16,47,16,163,1.685,craton_granite_gneiss,none,none,false,false,,1,1
H+48+16,48,16,161,1.479,craton_granite_gneiss,none,none,false,false,,1,1
H+49+16,49,16,167,1.622,craton_granite_gneiss,none,none,false,false,,1,1
H+50+16,50,16,170,1.807,craton_granite_gneiss,none,none,false,false,,1,1
H+51+16,51,16,168,1.749,craton_granite_gneiss,none,none,false,false,,1,1
H+52+16,52,16,170,1.997,craton_granite_gneiss,none,none,false,false,,1,1
H+53+16,53,16,164,2.048,craton_granite_gneiss,none,none,false,false,,1,1
H+54+16,54,16,154,1.713,craton_granite_gneiss,none,none,false,false,,1,1
H+55+16,55,16,159,1.842,craton_granite_gneiss,none,none,false,false,,1,1
H+56+16,56,16,160,1.668,craton_granite_gneiss,none,none,false,false,,1,1
H+57+16,57,16,166,1.945,craton_granite_gneiss,none,none,false,false,,1,1
H+58+16,58,16,167,2.205,craton_granite_gneiss,none,none,false,false,,1,1
H+59+16,59,16,160,7.677,craton_granite_gneiss,none,none,false,false,greenstone_metals,1,1
H+60+16,60,16,-33,6.429,oceanic_basalt,none,,false,false,,1,0
H+61+16,61,16,-22,0.894,oceanic_basalt,none,,false,false,,1,0
H+62+16,62,16,-10,0.673,oceanic_basalt,none,,false,false,,1,0
H+63+16,63,16,-9,0.521,oceanic_basalt,none,,false,false,,1,0
H+64+16,64,16,-8,0.529,oceanic_basalt,none,,false,false,,1,0
H+65+16,65,16,-9,0.646,oceanic_basalt,none,,false,false,,1,0
H+66+16,66,16,-14,0.759,oceanic_basalt,none,,false,false,,1,0
H+67+16,67,16,-19,0.766,oceanic_basalt,none,,false,false,,1,0
H+68+16,68,16,-23,0.75,oceanic_basalt,none,,false,false,,1,0
H+69+16,69,16,-22,0.778,oceanic_basalt,none,,false,false,,1,0
H+70+16,70,16,-21,0.691,oceanic_basalt,none,,false,false,,1,0
H+71+16,71,16,-20,0.743,oceanic_basalt,none,,false,false,,1,0
H+72+16,72,16,-17,0.723,oceanic_basalt,none,,false,false,,1,0
H+73+16,73,16,-12,0.877,oceanic_basalt,none,,false,false,,1,0
H+74+16,74,16,-10,1.149,oceanic_basalt,none,,false,false,,1,0
H+75+16,75,16,-10,1.125,oceanic_basalt,none,,false,false,,1,0
H+76+16,76,16,3,1.272,coastal_sediment,none,none,false,false,,1,1
H+77+16,77,16,22,1.454,coastal_sediment,none,none,false,false,,1,1
H+78+16,78,16,25,3.951,coastal_sediment,none,none,false,false,,1,1
H+79+16,79,16,29,4.09,coastal_sediment,none,none,false,false,,1,1
H+00+17,0,17,-71,6.313,oceanic_basalt,none,,false,false,,0,0
H+01+17,1,17,106,5.897,coastal_sediment,none,none,false,false,,0,1
H+02+17,2,17,98,4.686,coastal_sediment,none,none,false,false,,0,1
H+03+17,3,17,-43,4.777,oceanic_basalt,none,,false,false,,0,0
H+04+17,4,17,101,5.156,coastal_sediment,none,none,false,false,,0,1
H+05+17,5,17,119,1.257,coastal_sediment,none,none,false,false,,0,1
H+06+17,6,17,126,0.95,coastal_sediment,none,none,false,false,,0,1
H+07+17,7,17,120,0.573,coastal_sediment,none,none,false,false,,0,1
H+08+17,8,17,117,5.004,coastal_sediment,none,none,false,false,,0,1
H+09+17,9,17,-18,4.95,oceanic_basalt,none,,false,false,,0,0
H+10+17,10,17,-32,0.676,oceanic_basalt,none,,false,false,,0,0
H+11+17,11,17,-47,0.762,oceanic_basalt,none,,false,false,,0,0
H+12+17,12,17,-65,1.198,oceanic_basalt,none,,false,false,,0,0
H+13+17,13,17,-73,1.087,oceanic_basalt,none,,false,false,,0,0
H+14+17,14,17,-67,0.928,oceanic_basalt,none,,false,false,,0,0
H+15+17,15,17,-55,0.834,oceanic_basalt,none,,false,false,,0,0
H+16+17,16,17,-47,0.553,oceanic_basalt,none,,false,false,,0,0
H+17+17,17,17,-47,0.5,oceanic_basalt,none,,false,false,,0,0
H+18+17,18,17,-38,0.421,oceanic_basalt,none,,false,false,,0,0
H+19+17,19,17,-25,5.966,oceanic_basalt,none,,false,false,,0,0
H+20+17,20,17,117,4.759,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+21+17,21,17,115,1.35,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+22+17,22,17,109,1.458,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+23+17,23,17,108,1.558,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+24+17,24,17,134,4.237,suture_metamorphic,collision,overdeep_basin,true,false,,0,1
H+25+17,25,17,239,6.37,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,0,1
H+26+17,26,17,398,7.441,suture_metamorphic,collision,overdeep_basin;outwash,true,false,limestone_karst,0,1
H+27+17,27,17,581,7.978,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,0,1
H+28+17,28,17,775,8.783,suture_metamorphic,collision,u_valley;outwash,true,false,,0,1
H+29+17,29,17,1002,8.616,suture_metamorphic,collision,u_valley,true,false,,0,1
H+30+17,30,17,1201,9.274,suture_metamorphic,collision,u_valley,true,false,,0,1
H+31+17,31,17,1450,9.598,suture_metamorphic,collision,u_valley,true,false,,0,1
H+32+17,32,17,1719,10.274,suture_metamorphic,collision,u_valley,true,false,,0,1
H+33+17,33,17,1999,10.312,suture_metamorphic,collision,u_valley,true,false,,1,1
H+34+17,34,17,1827,9.119,suture_metamorphic,collision,u_valley,true,false,,1,1
H+35+17,35,17,1553,9.119,suture_metamorphic,collision,u_valley,true,false,,1,1
H+36+17,36,17,1308,8.453,suture_metamorphic,collision,u_valley,true,false,,1,1
H+37+17,37,17,1054,8.453,suture_metamorphic,collision,u_valley,true,false,,1,1
H+38+17,38,17,861,7.268,suture_metamorphic,collision,outwash,true,false,,1,1
H+39+17,39,17,643,7.268,suture_metamorphic,collision,outwash,true,false,,1,1
H+40+17,40,17,441,6.724,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,1,1
H+41+17,41,17,392,5.255,suture_metamorphic,collision,outwash,true,false,,1,1
H+42+17,42,17,234,5.255,suture_metamorphic,collision,outwash,true,false,,1,1
H+43+17,43,17,160,2.476,craton_granite_gneiss,none,none,false,false,,1,1
H+44+17,44,17,142,1.537,craton_granite_gneiss,none,none,false,false,,1,1
H+45+17,45,17,127,1.565,craton_granite_gneiss,none,none,false,false,,1,1
H+46+17,46,17,122,1.452,craton_granite_gneiss,none,none,false,false,,1,1
H+47+17,47,17,119,1.483,craton_granite_gneiss,none,none,false,false,,1,1
H+48+17,48,17,119,1.658,craton_granite_gneiss,none,none,false,false,,1,1
H+49+17,49,17,118,1.782,craton_granite_gneiss,none,none,false,false,,1,1
H+50+17,50,17,116,1.992,craton_granite_gneiss,none,none,false,false,,1,1
H+51+17,51,17,119,2.086,craton_granite_gneiss,none,none,false,false,,1,1
H+52+17,52,17,123,1.977,craton_granite_gneiss,none,none,false,false,,1,1
H+53+17,53,17,122,1.66,craton_granite_gneiss,none,none,false,false,,1,1
H+54+17,54,17,124,1.592,craton_granite_gneiss,none,none,false,false,,1,1
H+55+17,55,17,130,1.59,craton_granite_gneiss,none,none,false,false,,1,1
H+56+17,56,17,123,1.414,craton_granite_gneiss,none,none,false,false,,1,1
H+57+17,57,17,122,1.505,craton_granite_gneiss,none,none,false,false,,1,1
H+58+17,58,17,126,1.439,craton_granite_gneiss,none,none,false,false,,1,1
H+59+17,59,17,123,5.201,craton_granite_gneiss,none,none,false,false,,1,1
H+60+17,60,17,-31,5.136,oceanic_basalt,none,,false,false,,1,0
H+61+17,61,17,-30,0.666,oceanic_basalt,none,,false,false,,1,0
H+62+17,62,17,-19,0.737,oceanic_basalt,none,,false,false,,1,0
H+63+17,63,17,-19,0.536,oceanic_basalt,none,,false,false,,1,0
H+64+17,64,17,-19,0.488,oceanic_basalt,none,,false,false,,1,0
H+65+17,65,17,-23,0.543,oceanic_basalt,none,,false,false,,1,0
H+66+17,66,17,-31,0.565,oceanic_basalt,none,,false,false,,1,0
H+67+17,67,17,-31,0.494,oceanic_basalt,none,,false,false,,1,0
H+68+17,68,17,-27,0.588,oceanic_basalt,none,,false,false,,1,0
H+69+17,69,17,-22,0.532,oceanic_basalt,none,,false,false,,1,0
H+70+17,70,17,-21,0.485,oceanic_basalt,none,,false,false,,1,0
H+71+17,71,17,-18,0.465,oceanic_basalt,none,,false,false,,1,0
H+72+17,72,17,-15,0.467,oceanic_basalt,none,,false,false,,1,0
H+73+17,73,17,-4,0.693,oceanic_basalt,none,,false,false,,1,0
H+74+17,74,17,4,0.474,coastal_sediment,none,none,false,false,,1,1
H+75+17,75,17,10,0.658,coastal_sediment,none,none,false,false,,1,1
H+76+17,76,17,20,0.563,coastal_sediment,none,none,false,false,,1,1
H+77+17,77,17,34,0.457,coastal_sediment,none,none,false,false,,1,1
H+78+17,78,17,41,0.544,coastal_sediment,none,none,false,false,,1,1
H+79+17,79,17,52,0.754,coastal_sediment,none,none,false,false,,1,1
H+00+18,0,18,99,5.676,coastal_sediment,none,none,false,false,,0,1
H+01+18,1,18,97,0.351,coastal_sediment,none,none,false,false,,0,1
H+02+18,2,18,86,4.682,coastal_sediment,none,none,false,false,,0,1
H+03+18,3,18,-54,5.156,oceanic_basalt,none,,false,false,,0,0
H+04+18,4,18,81,4.511,coastal_sediment,none,none,false,false,,0,1
H+05+18,5,18,97,1.183,coastal_sediment,none,none,false,false,,0,1
H+06+18,6,18,103,1.167,coastal_sediment,none,none,false,false,,0,1
H+07+18,7,18,103,4.543,coastal_sediment,none,none,false,false,,0,1
H+08+18,8,18,-33,5.004,oceanic_basalt,none,,false,false,,0,0
H+09+18,9,18,-39,0.718,oceanic_basalt,none,,false,false,,0,0
H+10+18,10,18,-53,0.956,oceanic_basalt,none,,false,false,,0,0
H+11+18,11,18,-67,0.657,oceanic_basalt,none,,false,false,,0,0
H+12+18,12,18,-84,0.635,oceanic_basalt,none,,false,false,,0,0
H+13+18,13,18,-83,0.552,oceanic_basalt,none,,false,false,,0,0
H+14+18,14,18,-78,0.751,oceanic_basalt,none,,false,false,,0,0
H+15+18,15,18,-63,0.571,oceanic_basalt,none,,false,false,,0,0
H+16+18,16,18,-49,0.57,oceanic_basalt,none,,false,false,,0,0
H+17+18,17,18,-46,0.34,oceanic_basalt,none,,false,false,,0,0
H+18+18,18,18,-37,4.608,oceanic_basalt,none,,false,false,,0,0
H+19+18,19,18,-21,4.616,oceanic_basalt,none,,false,false,,0,0
H+20+18,20,18,84,3.491,craton_granite_gneiss,none,none,false,false,,0,1
H+21+18,21,18,78,3.341,craton_granite_gneiss,none,none,false,false,,0,1
H+22+18,22,18,74,3.425,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+23+18,23,18,75,3.307,craton_granite_gneiss,none,overdeep_basin,true,false,,0,1
H+24+18,24,18,104,4.509,suture_metamorphic,collision,overdeep_basin,true,false,,0,1
H+25+18,25,18,212,6.216,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,0,1
H+26+18,26,18,367,7.141,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,0,1
H+27+18,27,18,546,7.655,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,0,1
H+28+18,28,18,744,8.616,suture_metamorphic,collision,u_valley;outwash,true,false,,0,1
H+29+18,29,18,971,8.25,suture_metamorphic,collision,u_valley,true,false,,0,1
H+30+18,30,18,1166,9.468,suture_metamorphic,collision,u_valley,true,false,,0,1
H+31+18,31,18,1421,9.926,suture_metamorphic,collision,u_valley,true,false,,0,1
H+32+18,32,18,1689,10.312,suture_metamorphic,collision,u_valley,true,false,limestone_karst,0,1
H+33+18,33,18,1968,10.099,suture_metamorphic,collision,u_valley,true,false,,1,1
H+34+18,34,18,1785,9.055,suture_metamorphic,collision,u_valley,true,false,,1,1
H+35+18,35,18,1513,9.055,suture_metamorphic,collision,u_valley,true,false,,1,1
H+36+18,36,18,1255,8.587,suture_metamorphic,collision,u_valley,true,false,,1,1
H+37+18,37,18,1002,8.45,suture_metamorphic,collision,u_valley,true,false,,1,1
H+38+18,38,18,808,7.313,suture_metamorphic,collision,outwash,true,false,,1,1
H+39+18,39,18,589,7.313,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,1,1
H+40+18,40,18,391,6.595,suture_metamorphic,collision,overdeep_basin;outwash,true,false,,1,1
H+41+18,41,18,347,5.879,suture_metamorphic,collision,outwash,true,false,,1,1
H+42+18,42,18,187,5.318,suture_metamorphic,collision,none,false,false,,1,1
H+43+18,43,18,115,2.388,craton_granite_gneiss,none,none,false,false,,1,1
H+44+18,44,18,96,1.537,craton_granite_gneiss,none,none,false,false,,1,1
H+45+18,45,18,83,1.47,craton_granite_gneiss,none,none,false,false,,1,1
H+46+18,46,18,79,1.452,craton_granite_gneiss,none,none,false,false,,1,1
H+47+18,47,18,76,1.438,craton_granite_gneiss,none,none,false,false,,1,1
H+48+18,48,18,69,1.658,craton_granite_gneiss,none,none,false,false,,1,1
H+49+18,49,18,65,2.034,craton_granite_gneiss,none,none,false,false,,1,1
H+50+18,50,18,56,2.086,craton_granite_gneiss,none,none,false,false,,1,1
H+51+18,51,18,63,2.102,craton_granite_gneiss,none,none,false,false,,1,1
H+52+18,52,18,72,2.174,craton_granite_gneiss,none,none,false,false,,1,1
H+53+18,53,18,76,1.956,craton_granite_gneiss,none,none,false,false,,1,1
H+54+18,54,18,82,1.914,craton_granite_gneiss,none,none,false,false,,1,1
H+55+18,55,18,87,2.057,craton_granite_gneiss,none,none,false,false,,1,1
H+56+18,56,18,82,1.695,craton_granite_gneiss,none,none,false,false,,1,1
H+57+18,57,18,84,1.705,craton_granite_gneiss,none,none,false,false,,1,1
H+58+18,58,18,83,1.439,craton_granite_gneiss,none,none,false,false,,1,1
H+59+18,59,18,77,3.729,craton_granite_gneiss,none,none,false,false,,1,1
H+60+18,60,18,-35,3.729,oceanic_basalt,none,,false,false,,1,0
H+61+18,61,18,-41,0.737,oceanic_basalt,none,,false,false,,1,0
H+62+18,62,18,-35,0.869,oceanic_basalt,none,,false,false,,1,0
H+63+18,63,18,-33,0.942,oceanic_basalt,none,,false,false,,1,0
H+64+18,64,18,-34,0.668,oceanic_basalt,none,,false,false,,1,0
H+65+18,65,18,-39,0.6,oceanic_basalt,none,,false,false,,1,0
H+66+18,66,18,-45,0.644,oceanic_basalt,none,,false,false,,1,0
H+67+18,67,18,-45,0.654,oceanic_basalt,none,,false,false,,1,0
H+68+18,68,18,-38,0.847,oceanic_basalt,none,,false,false,,1,0
H+69+18,69,18,-36,0.673,oceanic_basalt,none,,false,false,,1,0
H+70+18,70,18,-32,0.689,oceanic_basalt,none,,false,false,,1,0
H+71+18,71,18,-29,0.722,oceanic_basalt,none,,false,false,,1,0
H+72+18,72,18,-24,0.718,oceanic_basalt,none,,false,false,,1,0
H+73+18,73,18,-5,1.059,oceanic_basalt,none,,false,false,,1,0
H+74+18,74,18,10,0.866,coastal_sediment,none,none,false,false,,1,1
H+75+18,75,18,21,0.483,coastal_sediment,none,none,false,false,,1,1
H+76+18,76,18,36,0.514,coastal_sediment,none,none,false,false,,1,1
H+77+18,77,18,45,0.36,coastal_sediment,none,none,false,false,,1,1
H+78+18,78,18,55,0.468,coastal_sediment,none,none,false,false,,1,1
H+79+18,79,18,66,0.468,coastal_sediment,none,none,false,false,,1,1
H+00+19,0,19,91,0.261,coastal_sediment,none,none,false,false,,0,1
H+01+19,1,19,95,0.586,coastal_sediment,none,none,false,false,,0,1
H+02+19,2,19,86,4.667,coastal_sediment,none,none,false,false,,0,1
H+03+19,3,19,75,4.301,coastal_sediment,none,none,false,false,,0,1
