id,q,r,temp_c,precip_mm,wind,wind_strength,rain_shadow,seasonality,season_label,water_code,water,river,major_river,lake,inland_sea,salt_pan,wetland,floodplain,ice,wt_depth_m,wt_class,soil,soil_code,vegetation,veg_code,climate_resource_tags,resources_merged,food_proxy,food,endorheic
H+55+11,55,11,9.32,765.8,ocean_westerly,0.556,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+56+11,56,11,9.33,745.7,ocean_westerly,0.555,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+57+11,57,11,9.34,748.5,ocean_westerly,0.542,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+58+11,58,11,9.35,757.4,ocean_westerly,0.54,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+59+11,59,11,9.34,748.8,ocean_westerly,0.539,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+60+11,60,11,9.32,727.8,ocean_westerly,0.527,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+61+11,61,11,9.25,703.7,ocean_westerly,0.52,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+62+11,62,11,9.16,673.1,ocean_westerly,0.517,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+63+11,63,11,9.05,648.9,ocean_westerly,0.508,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+64+11,64,11,8.95,640.7,ocean_westerly,0.495,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+65+11,65,11,8.87,639.6,ocean_westerly,0.491,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+66+11,66,11,8.84,640.4,ocean_westerly,0.491,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+67+11,67,11,8.83,644.8,ocean_westerly,0.485,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+68+11,68,11,8.81,654.8,ocean_westerly,0.475,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+69+11,69,11,8.79,680.8,ocean_westerly,0.469,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+70+11,70,11,8.76,698.0,ocean_westerly,0.467,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+71+11,71,11,8.75,693.6,ocean_westerly,0.454,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+72+11,72,11,8.76,686.6,ocean_westerly,0.448,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+73+11,73,11,8.8,683.0,ocean_westerly,0.446,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+74+11,74,11,8.87,673.1,ocean_westerly,0.435,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+75+11,75,11,8.95,659.9,ocean_westerly,0.601,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+76+11,76,11,9.02,650.4,ocean_westerly,0.42,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+77+11,77,11,9.08,638.6,ocean_westerly,0.413,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+78+11,78,11,9.13,630.1,ocean_westerly,0.408,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+79+11,79,11,9.19,623.4,ocean_westerly,0.402,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+00+12,0,12,9.97,887.4,ocean_westerly,0.92,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+01+12,1,12,9.95,873.2,ocean_westerly,0.916,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+02+12,2,12,9.89,850.3,ocean_westerly,0.91,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+03+12,3,12,9.8,842.1,ocean_westerly,0.826,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+04+12,4,12,9.71,841.7,ocean_westerly,0.982,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+05+12,5,12,9.64,824.7,ocean_westerly,0.813,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+06+12,6,12,9.59,795.6,ocean_westerly,0.881,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+07+12,7,12,9.57,771.7,ocean_westerly,0.974,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+08+12,8,12,9.57,750.7,ocean_westerly,0.87,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+09+12,9,12,9.58,734.7,ocean_westerly,0.856,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+10+12,10,12,9.59,728.5,ocean_westerly,0.849,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+11+12,11,12,9.6,731.6,ocean_westerly,0.846,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+12+12,12,12,9.62,750.7,ocean_westerly,0.843,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+13+12,13,12,9.65,780.7,ocean_westerly,0.828,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+14+12,14,12,9.68,785.2,ocean_westerly,0.819,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+15+12,15,12,9.71,771.0,ocean_westerly,0.82,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+16+12,16,12,9.73,764.8,ocean_westerly,0.73,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+17+12,17,12,9.73,769.1,ocean_westerly,0.8,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+18+12,18,12,9.72,771.9,ocean_westerly,0.797,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+19+12,19,12,9.71,773.5,ocean_westerly,0.791,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+20+12,20,12,9.7,782.2,ocean_westerly,0.818,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+21+12,21,12,9.7,800.1,ocean_westerly,0.778,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+22+12,22,12,9.7,822.1,ocean_westerly,0.768,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+23+12,23,12,9.71,838.3,ocean_westerly,0.767,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+24+12,24,12,9.75,847.5,ocean_westerly,0.776,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+25+12,25,12,9.79,854.1,ocean_westerly,0.83,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+26+12,26,12,8.92,829.0,windward,0.753,False,0.414,moderate,0,none,False,False,False,False,False,False,True,False,2.5,spring_line,loam,4,coastal scrub,10,,,0.0,none,False
H+27+12,27,12,7.81,835.1,windward,0.758,False,0.403,moderate,0,none,False,False,False,False,False,False,False,False,2.5,spring_line,glacial till,2,temperate forest,4,timber,timber,1.5,good,False
H+28+12,28,12,6.55,848.9,windward,0.766,False,0.399,moderate,0,none,False,False,False,False,False,False,False,False,6.64,shallow_well,glacial till,2,temperate forest,4,timber,timber,1.5,good,False
H+29+12,29,12,5.08,1016.4,windward,0.779,False,0.407,moderate,0,none,False,False,False,False,False,False,False,False,6.24,shallow_well,glacial till,2,boreal forest,3,timber,timber,1.0,modest,False
H+30+12,30,12,5.25,465.0,calm_interior,0.617,True,0.615,moderate,8,salt_pan,False,False,False,False,True,False,False,False,9.48,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+31+12,31,12,5.25,461.3,calm_interior,0.623,True,0.625,moderate,8,salt_pan,False,False,False,False,True,False,False,False,9.12,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+32+12,32,12,5.23,461.1,calm_interior,0.618,True,0.635,moderate,8,salt_pan,False,False,False,False,True,False,False,False,8.83,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+33+12,33,12,5.2,470.5,calm_interior,0.612,True,0.646,moderate,8,salt_pan,False,False,False,False,True,False,False,False,8.59,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+34+12,34,12,5.13,479.7,calm_interior,0.606,True,0.658,strong,8,salt_pan,False,False,False,False,True,False,False,False,8.42,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+35+12,35,12,5.03,485.4,calm_interior,0.601,True,0.67,strong,8,salt_pan,False,False,False,False,True,False,False,False,8.35,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+36+12,36,12,4.9,487.2,calm_interior,0.595,True,0.683,strong,8,salt_pan,False,False,False,False,True,False,False,False,8.31,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+37+12,37,12,3.15,1231.6,windward,0.745,False,0.497,moderate,0,none,False,False,False,False,False,False,False,False,4.27,shallow_well,glacial till,2,boreal forest,3,timber,timber,1.0,modest,False
H+38+12,38,12,4.49,797.2,leeward,0.471,False,0.51,moderate,0,none,False,False,False,False,False,False,False,False,2.5,spring_line,glacial till,2,boreal forest,3,timber,timber,1.0,modest,False
H+39+12,39,12,5.75,832.4,leeward,0.474,False,0.524,moderate,0,none,False,False,False,False,False,False,False,False,2.5,spring_line,glacial till,2,boreal forest,3,timber,timber,1.0,modest,False
H+40+12,40,12,7.85,813.4,leeward,0.406,False,0.538,moderate,0,none,False,False,False,False,False,False,False,False,2.5,spring_line,glacial till,2,coastal scrub,10,,volcanic_host,0.0,none,False
H+41+12,41,12,9.19,836.8,ocean_westerly,0.547,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+42+12,42,12,9.15,854.0,ocean_westerly,0.561,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+43+12,43,12,9.13,859.8,ocean_westerly,0.696,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+44+12,44,12,9.12,848.7,ocean_westerly,0.624,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+45+12,45,12,9.14,838.8,ocean_westerly,0.619,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+46+12,46,12,9.2,835.6,ocean_westerly,0.619,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+47+12,47,12,9.28,830.7,ocean_westerly,0.611,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+48+12,48,12,9.37,823.7,ocean_westerly,0.597,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+49+12,49,12,9.45,820.0,ocean_westerly,0.591,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+50+12,50,12,9.51,810.7,ocean_westerly,0.594,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+51+12,51,12,9.55,788.4,ocean_westerly,0.585,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+52+12,52,12,9.57,771.9,ocean_westerly,0.575,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+53+12,53,12,9.59,772.3,ocean_westerly,0.571,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+54+12,54,12,9.59,775.5,ocean_westerly,0.565,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+55+12,55,12,9.59,762.0,ocean_westerly,0.557,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+56+12,56,12,9.59,744.7,ocean_westerly,0.559,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+57+12,57,12,9.59,747.0,ocean_westerly,0.549,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+58+12,58,12,9.59,754.2,ocean_westerly,0.54,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+59+12,59,12,9.58,745.4,ocean_westerly,0.531,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+60+12,60,12,9.55,726.1,ocean_westerly,0.504,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+61+12,61,12,9.49,707.6,ocean_westerly,0.521,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+62+12,62,12,9.4,687.5,ocean_westerly,0.527,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+63+12,63,12,9.3,669.0,ocean_westerly,0.514,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+64+12,64,12,9.21,662.2,ocean_westerly,0.494,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+65+12,65,12,9.15,662.9,ocean_westerly,0.49,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+66+12,66,12,9.12,661.8,ocean_westerly,0.495,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+67+12,67,12,9.11,661.4,ocean_westerly,0.486,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+68+12,68,12,9.09,665.9,ocean_westerly,0.476,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+69+12,69,12,9.07,681.1,ocean_westerly,0.463,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+70+12,70,12,9.05,689.3,ocean_westerly,0.458,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+71+12,71,12,9.04,680.5,ocean_westerly,0.459,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+72+12,72,12,9.06,672.1,ocean_westerly,0.448,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+73+12,73,12,9.1,670.5,ocean_westerly,0.441,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+74+12,74,12,9.17,662.9,ocean_westerly,0.433,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+75+12,75,12,9.25,646.6,ocean_westerly,0.423,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+76+12,76,12,9.32,630.0,ocean_westerly,0.55,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+77+12,77,12,9.38,617.4,ocean_westerly,0.414,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+78+12,78,12,9.44,615.6,ocean_westerly,0.408,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+79+12,79,12,9.51,617.1,ocean_westerly,0.401,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+00+13,0,13,10.27,877.7,ocean_westerly,0.92,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+01+13,1,13,10.25,862.0,ocean_westerly,0.916,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+02+13,2,13,10.21,837.5,ocean_westerly,0.833,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+03+13,3,13,10.14,831.4,ocean_westerly,0.937,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+04+13,4,13,10.07,836.3,ocean_westerly,0.897,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+05+13,5,13,10.01,827.6,ocean_westerly,0.895,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+06+13,6,13,9.96,816.5,ocean_westerly,0.973,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+07+13,7,13,9.91,730.6,open_westerly,0.769,False,0.6,moderate,0,none,False,False,False,False,False,False,False,False,2.5,shallow_well,sandy coastal,6,coastal scrub,10,,clay,0.0,none,False
H+08+13,8,13,9.93,710.9,open_westerly,0.753,False,0.592,moderate,0,none,False,False,False,False,False,False,False,False,2.5,shallow_well,sandy coastal,6,coastal scrub,10,,clay,0.0,none,False
H+09+13,9,13,9.94,763.6,ocean_westerly,0.857,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+10+13,10,13,9.95,754.3,ocean_westerly,0.852,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+11+13,11,13,9.96,751.8,ocean_westerly,0.846,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+12+13,12,13,9.96,762.3,ocean_westerly,0.846,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+13+13,13,13,9.98,778.4,ocean_westerly,0.827,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+14+13,14,13,10.0,776.6,ocean_westerly,0.822,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+15+13,15,13,10.01,758.8,ocean_westerly,0.821,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+16+13,16,13,10.02,751.7,ocean_westerly,0.726,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+17+13,17,13,10.01,752.7,ocean_westerly,0.8,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+18+13,18,13,9.99,752.9,ocean_westerly,0.795,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+19+13,19,13,9.96,763.2,ocean_westerly,0.79,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+20+13,20,13,9.94,783.7,ocean_westerly,0.849,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+21+13,21,13,9.92,804.6,ocean_westerly,0.778,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+22+13,22,13,9.91,830.1,ocean_westerly,0.77,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+23+13,23,13,9.92,845.3,ocean_westerly,0.767,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+24+13,24,13,9.95,840.1,ocean_westerly,0.774,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+25+13,25,13,9.99,839.8,ocean_westerly,0.833,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+26+13,26,13,8.36,821.4,windward,0.752,False,0.409,moderate,0,none,False,False,False,False,False,False,True,False,2.5,spring_line,loam,4,floodplain farmable,9,,,3.0,rich,False
H+27+13,27,13,7.18,833.8,windward,0.765,False,0.398,moderate,0,none,False,False,False,False,False,False,False,False,2.5,spring_line,glacial till,2,temperate forest,4,timber,timber,1.5,good,False
